item_id	effect_key	eid	Var1	Var2	Var3	conf1	conf2	conf3
6471	Warp Charge (Equip)	53	42	0	0	confirmed	zero	zero
6471	Fast Tractor Beam (Equip)	52	145	0	0	confirmed	zero	zero
6471	Recharge Shields Skill (Equip)	25	3	0	0	confirmed	zero	zero
6470	Reactor Renewal (Equip)	122	4.6	0	0	confirmed	zero	zero
6470	Increase Reactor Capacity (Equip)	57	700	0	0	confirmed	zero	zero
6470	Increase Speed (Equip)	51	108	0	0	confirmed	zero	zero
2050	Projectile Energy Conservation (Equip)	259	34	0	0	confirmed	zero	zero
1965	Projectile Energy Conservation (Equip)	259	28.5	0	0	confirmed	zero	zero
3176	Projectile Energy Conservation (Equip)	259	36.5	0	0	confirmed	zero	zero
6365	Boost Missile Range (Equip)	24	30	0	0	confirmed	zero	zero
6365	Reactor Renewal (Equip)	122	5	0	0	confirmed	zero	zero
6365	Improved Missile Handling (Equip)	136	2.3	8.6	0	confirmed	generated	zero
6366	Reactor Renewal (Equip)	122	6	0	0	confirmed	zero	zero
6366	Boost Missile Range (Equip)	24	32	0	0	confirmed	zero	zero
6366	Improved Missile Handling (Equip)	136	2.5	0	0	confirmed	zero	zero
6366	Improved Hacking (Equip)	33	25	0	0	confirmed	zero	zero
6367	Improved Hacking (Equip)	33	35	0	0	confirmed	zero	zero
6367	Boost Missile Range (Equip)	24	34	0	0	confirmed	zero	zero
6367	Reactor Renewal (Equip)	122	7	0	0	confirmed	zero	zero
6367	Improved Missile Handling (Equip)	136	3	4.75	0	confirmed	generated	zero
6367	Hull Patch Skill (Equip)	111	3	0	0	confirmed	zero	zero
7120	Enhance Missiles (Equip)	42	3	0	0	confirmed	zero	zero
7120	Hull Damage Control (Equip)	28	150	0	0	confirmed	zero	zero
7120	Energy Feedback (Equip)	206	10	0	0	confirmed	zero	zero
7120	Hull Patch Skill (Equip)	111	3.33	0	0	confirmed	zero	zero
7119	Enhance Missiles (Equip)	42	3	0	0	confirmed	zero	zero
7119	Hull Damage Control (Equip)	28	150	0	0	confirmed	zero	zero
7119	Hull Patch Skill (Equip)	111	2.96	0	0	confirmed	zero	zero
7119	Energy Feedback (Equip)	206	6	0	0	confirmed	zero	zero
7118	Enhance Missiles (Equip)	42	3	0	0	confirmed	zero	zero
7118	Hull Damage Control (Equip)	28	150	0	0	confirmed	zero	zero
7118	Hull Patch Skill (Equip)	111	2.59	0	0	confirmed	zero	zero
7118	Energy Feedback (Equip)	206	3	0	0	confirmed	zero	zero
6380	Increase Speed (Equip)	51	104	0	0	confirmed	zero	zero
6380	Turbo Warp (Equip)	48	316	0	0	confirmed	zero	zero
6380	Reduce Warp Cost (Equip)	38	36	0	0	confirmed	zero	zero
6380	Warp Charge (Equip)	53	25	0	0	confirmed	zero	zero
6495	Beam Focus (Equip)	128	3	7	0	confirmed	generated	zero
6495	Equipment Damage Control - Weapons (Equip)	32	250	0	0	confirmed	zero	zero
3223	Reduce Ship Signature (Equip)	26	37	0	0	confirmed	zero	zero
6721	Increase Engine Thrust (Activated)	251	100	0	0	confirmed	zero	zero
6721	Increase Maneuverability (Activated)	55	50	300	0	confirmed	confirmed	zero
6721	Weaken Plasma (Equip)	103	30	0	0	confirmed	zero	zero
6721	Weaken EMP (Equip)	87	30	0	0	confirmed	zero	zero
6990	Recharge Shields Skill (Equip)	25	2.3	0	0	confirmed	zero	zero
6990	Increase Speed (Equip)	51	155	0	0	confirmed	zero	zero
6990	Improved Critical Targeting (Equip)	36	19	9.2	0	confirmed	generated	zero
6490	Prospect Skill (Equip)	49	4.25	0	0	confirmed	zero	zero
6490	Long Tractor Beam (Equip)	77	74	0	0	confirmed	zero	zero
6490	Reactor Renewal (Equip)	122	3.2	0	0	confirmed	zero	zero
1780	Access Key (Activated)	240	180	0	0	generated:180	zero	zero
7178	Weaken Chemical (Activated)	17	22	72	0	confirmed	confirmed	zero
6325	Increase Speed (Equip)	51	48	0	0	confirmed	zero	zero
7177	Weaken Plasma (Activated)	94	22	72	0	confirmed	confirmed	zero
7176	Weaken Impact (Activated)	96	22	72	0	confirmed	confirmed	zero
7174	Weaken Energy (Activated)	19	22	72	0	confirmed	confirmed	zero
7175	Weaken Explosive (Activated)	15	22	72	0	confirmed	confirmed	zero
3332	Turbo (Activated)	2	107	10	0	confirmed	confirmed	zero
3332	Boost Missile Range (Equip)	24	33	0	0	confirmed	zero	zero
6276	Weapon Engineering (Equip)	263	25	0	0	confirmed	zero	zero
6276	Increase Engine Thrust (Activated)	251	60	0	0	confirmed	zero	zero
6276	Turbo Warp (Activated)	106	500	30	0	confirmed	confirmed	zero
6276	Reduce Warp Cost (Equip)	38	20	0	0	confirmed	zero	zero
6469	Improved Shield Inversion (Equip)	89	6	0	0	confirmed	zero	zero
6469	Improved Critical Targeting (Equip)	36	15	0	0	confirmed	zero	zero
6461	Increase Shield Capacity (Equip)	109	5280	4.3	0	confirmed	generated	zero
6461	Boost Projectile Range (Equip)	60	34	0	0	confirmed	zero	zero
1785	Scan Blind (Activated)	113	10	30	0	confirmed	confirmed	zero
6433	Reduce Warp Cost (Equip)	38	25	0	0	confirmed	zero	zero
6433	Warp Charge (Equip)	53	25	0	0	confirmed	zero	zero
6895	Deflect Energy (Equip)	43	30	0	0	confirmed	zero	zero
6895	Enhance Ship Signature (Activated)	222	20	5	0	confirmed	confirmed	zero
3317	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
6513	Turbo Weapons (Activated)	5	12	1820	0	confirmed	confirmed	zero
6513	Dread (Activated)	245	30	0	0	confirmed	zero	zero
5156	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
3851	Recalibrate Shielding System (Activated)	261	180	0	0	generated:180	zero	zero
3851	Projectile Energy Conservation (Equip)	259	40	0	0	confirmed	zero	zero
985	Projectile Energy Conservation (Equip)	259	35	0	0	confirmed	zero	zero
2572	Projectile Energy Conservation (Equip)	259	18	0	0	confirmed	zero	zero
6452	Weaken Plasma (Activated)	94	43.7	128	0	confirmed	confirmed	zero
6452	Improved Hacking (Equip)	33	124	0	0	confirmed	zero	zero
6452	Recharge Reactor (Equip)	27	7.3	0	0	confirmed	zero	zero
6452	Improved Rally (Equip)	80	2.8	0	0	confirmed	zero	zero
2695	Deflect Explosive (Equip)	35	22	0	0	confirmed	zero	zero
2695	Deflect Impact (Equip)	30	22	0	0	confirmed	zero	zero
2717	Deflect Explosive (Equip)	35	24	0	0	confirmed	zero	zero
2717	Deflect Impact (Equip)	30	24	0	0	confirmed	zero	zero
2744	Deflect Explosive (Equip)	35	27	0	0	confirmed	zero	zero
2744	Deflect Impact (Equip)	30	27	0	0	confirmed	zero	zero
1876	Projectile Energy Conservation (Equip)	259	24	0	0	confirmed	zero	zero
913	Projectile Energy Conservation (Equip)	259	27.5	0	0	confirmed	zero	zero
838	Projectile Energy Conservation (Equip)	259	22.5	0	0	confirmed	zero	zero
1953	See Cloaked (Activated)	262	0	1200	0	zero	confirmed	zero
2036	See Cloaked (Activated)	262	0	1450	0	zero	confirmed	zero
2415	Turbo (Activated)	2	128	10	0	confirmed	confirmed	zero
2415	Enhance Missiles (Equip)	42	35	0	0	confirmed	zero	zero
2415	Turbo Missile (Equip)	66	40	0	0	confirmed	zero	zero
2415	Deflect Explosive (Equip)	35	30	0	0	confirmed	zero	zero
2415	Recharge Reactor (Equip)	27	6	0	0	confirmed	zero	zero
6201	Cripple Weapons (Activated)	223	35	240	0	confirmed	confirmed	zero
6201	See Cloaked (Equip)	146	0	0	0	zero	zero	zero
6201	Scan Boost (Equip)	41	3110	0	0	confirmed	zero	zero
6201	Improved Beam Handling (Equip)	178	3.3	9	0	confirmed	generated	zero
1781	Access Key (Activated)	240	180	0	0	generated:180	zero	zero
