reason,mob_name,item_name,resolved_mob_ids,resolved_item_ids,note
mob_missing,Ing Zhi Wong Fighter Escort,Mah-jongg Tile VIII,,6221,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ing Zhi Wong Fighter Escort,Sensor-Reflective Plating,,6050,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Insane Critter,Executioner's Finger,,3023,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Irradiated Researcher,Crystal Talisman,,5355,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Jove's City Looters,Debris,,3814,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Large Dactuul, Great Dactuul",Dactuul Heart,,7050,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Leviathan,Gnawed Bone,,3995,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Looted Cargo Swarm,Sponge Chloride,,3974,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Love Bug,Chewy Heart Candies,,5497,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Love Bug,Elfman Heart Pops,,5539,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Love Bug,Frosted Heart Cookie,,5513,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Balrog,Faye DDO 60,,1014,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Balrog,Ostarae Energy Sac,,5806,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Balrog,Ostarae Hide,,5726,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Balrog,Ostarae Sac,,5807,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Balrog,Ostarae Stalk,,5808,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Balrog,Pyxis Borealis Minor IS 6,,2212,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Balrog,Sextans Minor ISR 6,,2215,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Balrog,Ward of Muck,,2170,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Calyx,Antlia Minor BCSR 5,,2106,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Calyx,Aquila Minor IBWS 5,,2108,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Mabonae Culler,Mabonae Gas Sack,812,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Mabonae Cultivator,Eratosthenes M4,,884,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Cultivator,Halley DDO 40,,2561,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Cultivator,Pluton IC40,,3242,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Cultivator,Pyxis Australis II BIS 4,,2029,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Cultivator,Ronin Yoroi Shield San,,3690,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Mabonae Reaper,Mabonae Gas Sack,814,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Mabonae Sporemother,"DV-CR-X3 ""Targe"" Mk. VI",,2168,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Sporemother,Lepus Minor IFSS 6,,2207,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mabonae Sporemother,Samurai Yoroi Shield Ichi,,3755,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Mabonae Tepal,Mabonae Gas Sack,817,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Mad Professor,Ethereal Residue,,5540,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mai Jai Novice Red Dragon,Copper Scale,,3626,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mangel the Grinder,The Titan's Heart,,2171,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mangel the Grinder,Vibrant Power Crystal,,2175,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Manitor Mana,Purple Dragon Laser M8,,1128,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Manitor Might,Grand Dhambier,,3295,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Manitor Might,Ninja's Kakute M7,,3136,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Manitor Might,Orange Kirin EMP Laser M7,,1075,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Manitor Might,"SH-X6 ""Doberman"" Mk. VII",,3754,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Manticor,Sekiwake Sumo Shield M4,,3693,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Master Moon Dweller,Antlia III BTSE 3,844,,item name not in item_base -- needs a Phase Y7 item_base row
item_missing,Master Moon Dweller,Antlia III BTSE 4,844,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Mature Dzurai,Cat's Paw L3,,1888,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mature Scuttlebug,Rabid Scuttlebug Control Bar,,4011,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mazzaroth Womb,Delphinus Prime IWS 9,,6675,mob name not in mob_base -- needs a Phase Y6 mob_base row
both_missing,Mazzaroth Womb,Warrior's Resolve,,,neither name resolves -- needs both mob_base and item_base rows
mob_missing,Merus Militia Baker,Encrypted Valentine Cookie,,6989,mob name not in mob_base -- needs a Phase Y6 mob_base row
both_missing,Merus Militia Baker,Lagarto,,,neither name resolves -- needs both mob_base and item_base rows
both_missing,Merus Militia Baker,MOB,,,neither name resolves -- needs both mob_base and item_base rows
both_missing,Merus Militia Baker,Primus,,,neither name resolves -- needs both mob_base and item_base rows
both_missing,Merus Militia Baker,Sector,,,neither name resolves -- needs both mob_base and item_base rows
mob_missing,Merus Militia Bomber,Falkirk Alpha,,3631,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Merus Militia Bomber,Sting Unus,,1806,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Merus Militia Fighter,Bricole Explosive Missile,,536,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Merus Militia Fighter,Bricole Prime,,2667,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Merus Militia Fighter,Shelter Unus,,1805,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Merus Militia Mechanic,Dull Warp Kaza,,1787,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Merus Militia Solider,Decay Unus,,1801,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mobile Science Lab,Athanor Athena,,1619,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mobile Science Lab,Athanor Immortal Shell Casing,,1621,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mobile Science Lab,Cracked Focusing Lens,,6033,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mobile Science Lab,Elephant Hide L9,,2437,mob name not in mob_base -- needs a Phase Y6 mob_base row
both_missing,Mobile Science Lab,Mutilated Parts,,,neither name resolves -- needs both mob_base and item_base rows
mob_missing,Mobile Science Lab,Refresh Novem,,2476,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mobile Science Lab,Refuge Novem,,2477,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mobile Science Lab,Rhinoceros Horn L9,,2439,mob name not in mob_base -- needs a Phase Y6 mob_base row
both_missing,Mobile Science Lab,signature,,,neither name resolves -- needs both mob_base and item_base rows
item_missing,Moon Dweller,Antlia III BTSE 3,"909,1907",,item name not in item_base -- needs a Phase Y7 item_base row
item_missing,Moon Dweller,Antlia III BTSE 4,"909,1907",,item name not in item_base -- needs a Phase Y7 item_base row
item_missing,Mordana Cruiser Avenger,Glorious Kimono Shield M8,2006,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Mordana Dusk Class Frigate III,Most Excellent ML Type A,,2826,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mordana Dusk Class Frigate/Destroyer,Veil NGC 9,,3344,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Mudled Belter Drone,Brown Dragon Laser Ichi,,777,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Naglfar,Chameleon Skin L6,,2146,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Naglfar,More Superb ML Type B,,2725,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Nesshix the Hand,Eye of Destruction,,1163,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Nesshix the Hand,Ten-Gu Bile Cannon,,3166,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Nesshix the Hand,Ten-Gu Bile Launcher,,2822,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ostarea Cultivator,Lexington Duo,,3697,mob name not in mob_base -- needs a Phase Y6 mob_base row
both_missing,Ostarea Cultivator,Ostarea Energy Sac,,,neither name resolves -- needs both mob_base and item_base rows
both_missing,Ostarea Cultivator,Ostarea Fur,,,neither name resolves -- needs both mob_base and item_base rows
both_missing,Ostarea Cultivator,Ostarea Hide,,,neither name resolves -- needs both mob_base and item_base rows
both_missing,Ostarea Cultivator,Ostarea Sac,,,neither name resolves -- needs both mob_base and item_base rows
both_missing,Ostarea Cultivator,Ostarea Stalk,,,neither name resolves -- needs both mob_base and item_base rows
mob_missing,Ostarea Cultivator,Scutums II CSR 4,,2032,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ostarea Seeder,Cartilage,,5940,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ostarea Seeder,Complex Nerve Cluster,,5929,mob name not in mob_base -- needs a Phase Y6 mob_base row
both_missing,Ostarea Seeder,Hyper-Active Nerve Clustere,,,neither name resolves -- needs both mob_base and item_base rows
mob_missing,Ostarea Seeder,Most Adorable Class 3 Shield,,3682,mob name not in mob_base -- needs a Phase Y6 mob_base row
both_missing,Ostarea Seeder,Ostarea Fur,,,neither name resolves -- needs both mob_base and item_base rows
both_missing,Ostarea Seeder,Ostarea Hide,,,neither name resolves -- needs both mob_base and item_base rows
both_missing,Ostarea Seeder,Ostarea Sac,,,neither name resolves -- needs both mob_base and item_base rows
mob_missing,Ostarea Seeder,Pulsating Blood Vessel,,5944,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ostarea Seeder,Spinal Nerve Cluster,,5934,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Ostarea Seeder,Translucent Membrane,,5933,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Cultivator,Lexington Duo,,3697,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Cultivator,Scutums II CSR 4,,2032,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Sagut,Barrier of Ooze,,3739,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Sagut,Ichor Balls,,705,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Sagut,Ichor Cannon,,3159,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Sagut,Ostarae Energy Sac,,5806,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Sagut,Ostarae Frond,,5213,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Sagut,Ostarae Fur,,5769,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Sagut,Ostarae Neuron,,5811,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Sagut,Ostarae Sac,,5807,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Seeder,Most Adorable Class 3 Shield,,3682,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Seeder,Scutums II CSR 4,,2032,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Osterae Torus,Corona Borealis Minor IPSS 6,,2203,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Pax Gravitas,Rallying Cry,2050,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Proto Ancient Dzurai,Black Fox,,946,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Proto Ancient Dzurai,Red Fox,,873,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,R2FL2CT4R,CL45D2DM3RR4RH2PT1,,7096,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,R2FL2CT4R,CL45D2DM3RR4RH2X1,,7098,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,R2FL2CT4R,Chitin Bits,,3818,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,R2FL2CT4R,Chitinous Patch,,5938,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,R2FL2CT4R,Combined V'rix Chitin,,1185,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,R2FL2CT4R,V'rix Modified Rosette,,1114,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rahu the Cultivator,Charged Zenshai Energy Shard,,6894,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rahu the Cultivator,Delphinus Major IWS 8,,6674,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rahu the Cultivator,Harvester of Souls,,1151,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Raman The Polisher,Crystalline Dynamo,,2625,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Raman The Polisher,Martyr's Heart,,5178,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Raman The Polisher,Shield Energy Converter,,5884,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Raman The Polisher,The Titan's Heart,,2171,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon ''(suspected)'',Attacking Wing,,2598,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon ''(suspected)'',Chimaera's Fell Rile,,2045,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon ''(suspected)'',Searching Wing,,2560,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Brimstone Elixir,,1677,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Brimstone Warden,,1686,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Decay Novem,,2470,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Mah-jongg Tile IX,,6222,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Mah-jongg Tile VIII,,6221,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Pyxis Borealis Prime IS 9,,2497,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Satyr's Dread Derangement,,2427,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Sensor-Reflective Plating,,6050,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Unused Escape Pod,,6060,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Carrier, Chi Lung",Wyvern's Dread Gore,,2428,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Elite Guard,Golden Dragon Laser Ni,,1123,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Elite Guard,Porcelain Rat Figurine,,6701,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Elite Guard for ""Player""",Golden Dragon Laser Ni,,1123,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,"Red Dragon Elite Guard for ""Player""",Porcelain Rat Figurine,,6701,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Offcial,Shieldgen LT,,1818,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Refit Station Guard,Dragontooth Projectile,,530,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Refit Station Guard,Emergency Transponder Beacon,,6029,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Refit Station Guard,Insulated Casing,,6030,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Refit Station Guard,Magnetic Stabilizer Ring,,6027,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Refit Station Guard,Manticore's Twinge,,1963,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Refit Station Guard,Mutilating Dragontooth Gun,,3071,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Refit Station Guard,Thrust Regulator,,6026,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Relay Station,Red Dragon Intelligence TC1,,5549,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Smuggler,Yumm-O Vodka,,5001,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Station Guard,CE3K KlugazerII Datacore,,1194,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Station Guard,Communication Antenna,,6041,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Station Guard,Cracked Infrared Sensor,,6047,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Station Guard,Dragonfire Missile,,583,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Station Guard,Evolver PowR6,,1202,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Station Guard,Harpy's Dire Greed,,2319,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Red Dragon Station Guard,Mah-jongg tile VII,,6220,mob name not in mob_base -- needs a Phase Y6 mob_base row
both_missing,Red Dragon Station Guard,Ninja's Kama Plasma Ammos,,,neither name resolves -- needs both mob_base and item_base rows
mob_missing,Red Dragon Station Guard,Porcelain Rat Figurine,,6701,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Renegade Progen Esque,Nice ML Class Z2,,2701,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Renegade Progen Esque,Titus V,,3265,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Renegade Progen Reclaimer,BooBoomba's Lucky Charm,,5919,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Renegade Progen Reclaimer,Quicksilver Phoenix,,2001,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Resonating Voltai Deviant,Pleiades LGS 7,,3305,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Resource Hound,Scavenger's Laser,,6441,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rock Golem,Golem Hide,,5755,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rocky the Golem,Heart of Stone,,6500,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Battlebug,Spinning Steel Gunrack,,7042,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Bugmaster,Golden Washboard,,7056,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Corpril,Data Fragment UL,,3958,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Corpril,Heavy Junk Slugs,,7044,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Corpril,Souped-up Junk-a-pult,,7043,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Kernel,Emblazoned Red Militia Kerchief,,6120,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Kernel,Golden Washboard,,7056,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Kernel,Legendary Liquor,,7041,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Kernel,Spinning Steel Gunrack,,7042,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Kernel,Warlock Arch,,1744,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Kernel,Whittled Steel Hot Mama,,6184,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Privet,Data Fragment UR,,3959,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Privet,Heavy Junk Slugs,,7044,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Privet,Souped-up Junk-a-pult,,7043,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Sar'jint,Data Fragment LL,,3956,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Sar'jint,Emblazoned Red Militia Kerchief,,6120,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Sar'jint,Heavy Junk Slugs,,7044,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Sar'jint,Keg of Bogeril Brew,,7039,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Sar'jint,Souped-up Junk-a-pult,,7043,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Sar'jint,Whittled Steel Hot Mama,,6184,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Militia Sar'jint,Whittled Steel Thumpin' Stick,,3993,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Progen Decurion,Longbow Prime,,3115,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rogue Progen Tribuni,Sunburst XF7,,1614,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Roland Holmes,Wiseguy's Amico,,3247,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rouge Drone Type Chen,Coma Prime RSR 9,,2486,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Rouge Drone Type Chen,Hercules Prime IESS 9,,2491,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Saam Lo Scalemaster Red Dragon,Warp Kaza,,1841,mob name not in mob_base -- needs a Phase Y6 mob_base row
item_missing,Scooter,Signature,1670,,item name not in item_base -- needs a Phase Y7 item_base row
mob_missing,Scuttle Larvae,"DV-CR-X1 ""Targe"" Mk. I",,1774,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Servant of Edward Teach,Basilisk's Fell Aura,,2043,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Seventh Circle Mechanic,"DV-ER-X3 ""Heater"" Mk. VI",,2160,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shakaku,Sculptor II IPS 4,,2031,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sharim Archeologist,Ceres 5P,,957,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sharim Archeologist,Encke DDO 50,,3266,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sharim Archeologist,Eratosthenes M5,,956,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sharim Archeologist,Quasar II MRB 5,,6409,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shinwa Combat Drones,BlackBox X93,,1623,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shinwa Combat Drones,CE3K MG-13,,1195,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shinwa Elite Patrol Cruiser,Corona Australis Minor PR 6,,2202,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shinwa Pilgrims,Debris,,3814,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shinwa Pilgrims,Dissonance Recombinator,,1851,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shinzen bully,Mercurius IC20,,2519,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shivers the Drake,Heart of Frost,,6499,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shouskin Shakaku,Chamaeleon Minor ICS 5,,2110,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shusen Maplot,Ninja's Hoko M1,,3025,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shusen Maplot,Ninja's Hoko M2,,3041,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shuzen Vandal,Ninja's Hoko Impact Ammo,,511,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shuzen bully,Executioner's Hand,,3031,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shuzen bully,Ninja's Tanto Impact Ammo,,512,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Shuzen maplot,Ninja's Hoko Impact Ammo,,511,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Silas Craven,Baron Kriminel's Afefe,,6519,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Silas Craven,Baron Kriminel's Ala,,6523,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Silas Craven,Baron Kriminel's Baka,,6521,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Silas Craven,Baron Kriminel's Rada,,6522,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Silas Craven,Baron Kriminel's Xango,,6520,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Silas Craven,Unused Escape Pod,,6060,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Singe the Wraith,Heart of Fire,,6497,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Smuggler,Alpha BBO,,3824,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Spindles,Musca II RS 4,,2027,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Stone Parasites,Dark Matter Infused Catalyst,,3976,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Suicidal Critter,Executioner's Hand,,3031,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Suicidal Critter,Nero Primoris,,3189,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Suicidal Critter,Prosecutor Alpha,,763,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sulami Pickpocket,Sol Grain,,5110,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sulami Pickpocket,Spices,,4029,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sulami Pickpocket,War Novels,,5314,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Calph,Atrophy Septem,,2273,mob name not in mob_base -- needs a Phase Y6 mob_base row
mob_missing,Sundiver Umayyad,"DV-RS-X3 ""Guardian"" Mk. VII",,2248,mob name not in mob_base -- needs a Phase Y6 mob_base row
